ase_spec,block_block_bio_backmerge,block_block_bio_queue,block_block_bio_remap,block_block_dirty_buffer,block_block_getrq,block_block_rq_complete,block_block_rq_issue,br_immed_spec,time,Label_Code
2.083050569770531,-0.04002866158073519,-0.04911941627009965,-0.04915176914661735,-0.4517528722024903,-0.04896596468256971,-0.04901671612660387,-0.0490071847877268,-0.23578608648751764,-1.1645160971914938,0
2.1078915242067957,-0.04002866158073519,-0.04911941627009965,-0.04915176914661735,-0.4517528722024903,-0.04896596468256971,-0.04901671612660387,-0.0490071847877268,-0.35478756753653257,-1.1645160913509482,0
1.5419291016489103,-0.04002866158073519,-0.04911941627009965,-0.04915176914661735,-0.4517528722024903,-0.04896596468256971,-0.04901671612660387,-0.0490071847877268,0.057018113068164344,-1.1645160080598544,0
1.625585535595352,-0.04002866158073519,-0.04911941627009965,-0.04915176914661735,-0.4517528722024903,-0.04896596468256971,-0.04901671612660387,-0.0490071847877268,0.4890145931831983,-1.164514855202676,0
1.5548519952655888,-0.04002866158073519,-0.04911941627009965,-0.04915176914661735,-0.4517528722024903,-0.04896596468256971,-0.04901671612660387,-0.0490071847877268,0.0931296261134825,-1.1617636254556478,0
1.8903628815021316,-0.04002866158073519,-0.04911941627009965,-0.04915176914661735,-0.4517528722024903,-0.04896596468256971,-0.04901671612660387,-0.0490071847877268,0.20348742527847632,-1.16176157300335,0
1.7929085098467505,-0.04002866158073519,-0.04911941627009965,-0.04915176914661735,-0.4517528722024903,-0.04896596468256971,-0.04901671612660387,-0.0490071847877268,0.29736655850330684,-1.1617581973245168,0
1.6769898287195897,-0.04002866158073519,-0.04911941627009965,-0.04915176914661735,-0.4517528722024903,-0.04896596468256971,-0.04901671612660387,-0.0490071847877268,0.47386369348889346,-1.1617560548019397,0
1.6768749357773287,-0.04002866158073519,-0.04911941627009965,-0.04915176914661735,-0.4517528722024903,-0.04896596468256971,-0.04901671612660387,-0.0490071847877268,0.4402339168536414,-1.1590091910181997,0
1.3919215187513323,-0.04002866158073519,-0.04911941627009965,-0.04915176914661735,-0.4517528722024903,-0.04896596468256971,-0.04901671612660387,-0.0490071847877268,0.2545197713179529,-1.1590070481260366,0
1.8654726613942656,-0.04002866158073519,-0.04911941627009965,-0.04915176914661735,-0.4517528722024903,-0.04896596468256971,-0.04901671612660387,-0.0490071847877268,0.22373433299747375,-1.1590015206632365,0
1.95996918980389,-0.04002866158073519,-0.04911941627009965,-0.04915176914661735,-0.4517528722024903,-0.04896596468256971,-0.04901671612660387,-0.0490071847877268,0.12446379459416859,-1.1589875373067628,0
